env_GANTRY_VERSION,env_GITHUB_REPO,env_GIT_REF,env_LEARNING_RATE,env_METHOD,env_MODEL,env_PIP_REQUIREMENTS_FILE,env_PYTHON_VERSION,env_RANK,env_SEED,env_TASK,experiment_id,experiment_name,metrics_epoch,metrics_eval_accuracy,metrics_eval_loss,metrics_eval_macro-f1,metrics_eval_micro-f1,metrics_eval_runtime,metrics_eval_samples,metrics_eval_samples_per_second,metrics_eval_steps_per_second,task_canceled,task_id,task_name
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,3376,1,mathqa,01HA7WX96B8Z5537C4F7G1V14R,,5.03,0.2198882681564246,1.6128567457199097,0.07210111742077303,0.2198882681564246,174.0705,4475,25.708,3.217,,01HA7WX96DB991X2T3QHN9TXHJ,mathqa-gpt2-lora_3376-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,1,mathqa,01HA7WXC1CBP2BJVMCHE9V0YQ2,,,,,,,,,,,2023-09-13 20:48:44.493612 +0000 UTC,01HA7WXC1E1FE1NETW5M6P7JNZ,mathqa-gpt2-lora_676-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,1,mathqa,01HA7WXC1CBP2BJVMCHE9V0YQ2,,,,,,,,,,,2023-09-13 23:31:52.06973 +0000 UTC,01HA7WXC1E1FE1NETW5M6P7JNZ,mathqa-gpt2-lora_676-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,1,mathqa,01HA7WXC1CBP2BJVMCHE9V0YQ2,,5.03,0.22145251396648044,1.6039286851882935,0.11758782189272013,0.22145251396648044,125.4679,4475,35.667,4.463,,01HA7WXC1E1FE1NETW5M6P7JNZ,mathqa-gpt2-lora_676-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,1,mathqa,01HA7WXF0KANV216RCN71230KC,,,,,,,,,,,2023-09-13 20:23:22.086408 +0000 UTC,01HA7WXF0NS9TS560GYT2NM30T,mathqa-gpt2-lora_1351-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,1,mathqa,01HA7WXF0KANV216RCN71230KC,,,,,,,,,,,2023-09-13 23:04:15.587314 +0000 UTC,01HA7WXF0NS9TS560GYT2NM30T,mathqa-gpt2-lora_1351-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,1,mathqa,01HA7WXF0KANV216RCN71230KC,,5.03,0.22837988826815642,1.6042944192886353,0.18985817968097293,0.22837988826815642,142.3727,4475,31.432,3.933,,01HA7WXF0NS9TS560GYT2NM30T,mathqa-gpt2-lora_1351-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,1,mathqa,01HA7WXHYS0TT4GVV8TJ7KQT7T,,,,,,,,,,,2023-09-13 20:23:50.795689 +0000 UTC,01HA7WXHYWEHFTGX1F2W2YKY33,mathqa-gpt2-lora_2026-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,1,mathqa,01HA7WXHYS0TT4GVV8TJ7KQT7T,,,,,,,,,,,2023-09-13 23:03:47.647066 +0000 UTC,01HA7WXHYWEHFTGX1F2W2YKY33,mathqa-gpt2-lora_2026-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,1,mathqa,01HA7WXHYS0TT4GVV8TJ7KQT7T,,5.03,0.22659217877094973,1.6022748947143555,0.14587543970828565,0.22659217877094973,152.8743,4475,29.272,3.663,,01HA7WXHYWEHFTGX1F2W2YKY33,mathqa-gpt2-lora_2026-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,1,mathqa,01HA7WXMY18PNH8G7YW8A2THRH,,,,,,,,,,,2023-09-13 20:23:50.793245 +0000 UTC,01HA7WXMY39Y0WXWZN8AS219H3,mathqa-gpt2-lora_2701-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,1,mathqa,01HA7WXMY18PNH8G7YW8A2THRH,,5.03,0.2198882681564246,1.6225498914718628,0.07210111742077303,0.2198882681564246,163.1344,4475,27.431,3.433,,01HA7WXMY39Y0WXWZN8AS219H3,mathqa-gpt2-lora_2701-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,gpt2,requirements.txt,3.9,-1,2,mathqa,01HA7WXQY659WKMTBMM2ZRCWQP,,,,,,,,,,,2023-09-13 20:29:35.600872 +0000 UTC,01HA7WXQY92VG9CCGZB7ZPR68V,mathqa-gpt2-full_finetuning-lr_5e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,gpt2,requirements.txt,3.9,-1,2,mathqa,01HA7WXQY659WKMTBMM2ZRCWQP,,5.03,0.2341899441340782,1.6418989896774292,0.22562652684544832,0.2341899441340782,106.8468,4475,41.882,5.241,,01HA7WXQY92VG9CCGZB7ZPR68V,mathqa-gpt2-full_finetuning-lr_5e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1,2,mathqa,01HA7WXTWGY85YJ8VVKWR9P57G,,,,,,,,,,,2023-09-13 20:29:35.597817 +0000 UTC,01HA7WXTWHGSM0E2MMXVAD6W0J,mathqa-gpt2-lora_1-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1,2,mathqa,01HA7WXTWGY85YJ8VVKWR9P57G,,,,,,,,,,,2023-09-13 23:50:36.78359 +0000 UTC,01HA7WXTWHGSM0E2MMXVAD6W0J,mathqa-gpt2-lora_1-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1,2,mathqa,01HA7WXTWGY85YJ8VVKWR9P57G,,5.03,0.22100558659217878,1.6025238037109375,0.09159052546907258,0.22100558659217878,154.8264,4475,28.903,3.617,,01HA7WXTWHGSM0E2MMXVAD6W0J,mathqa-gpt2-lora_1-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2,2,mathqa,01HA7WXXXCSEXEFMWC6MJ9G11Q,,,,,,,,,,,2023-09-13 20:29:06.885579 +0000 UTC,01HA7WXXXDZMDNC3E7PBR0PPQD,mathqa-gpt2-lora_2-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2,2,mathqa,01HA7WXXXCSEXEFMWC6MJ9G11Q,,5.03,0.2198882681564246,1.624873161315918,0.07210111742077303,0.2198882681564246,112.174,4475,39.893,4.992,,01HA7WXXXDZMDNC3E7PBR0PPQD,mathqa-gpt2-lora_2-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,4,2,mathqa,01HA7WY0TT3RKV3NBPK6TGFQ58,,,,,,,,,,,2023-09-13 20:29:06.882919 +0000 UTC,01HA7WY0TWT8RXHE2BM4H7P3YZ,mathqa-gpt2-lora_4-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,4,2,mathqa,01HA7WY0TT3RKV3NBPK6TGFQ58,,5.03,0.2198882681564246,1.6333616971969604,0.07210111742077303,0.2198882681564246,110.4763,4475,40.506,5.069,,01HA7WY0TWT8RXHE2BM4H7P3YZ,mathqa-gpt2-lora_4-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,16,2,mathqa,01HA7WY6ZFMQC5FWJBS70TT9HQ,,,,,,,,,,,2023-09-13 20:42:59.729122 +0000 UTC,01HA7WY6ZHPKTA0KC37MQF0NMK,mathqa-gpt2-lora_16-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,16,2,mathqa,01HA7WY6ZFMQC5FWJBS70TT9HQ,,5.03,0.22078212290502794,1.6070209741592407,0.1461692805933314,0.22078212290502794,112.8498,4475,39.654,4.962,,01HA7WY6ZHPKTA0KC37MQF0NMK,mathqa-gpt2-lora_16-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,8,2,mathqa,01HA7WY8NX25ANG15DHKJ2HNXK,,,,,,,,,,,2023-09-13 20:49:14.406227 +0000 UTC,01HA7WY8NZJKC88HKP3RBSEBYJ,mathqa-gpt2-lora_8-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,8,2,mathqa,01HA7WY8NX25ANG15DHKJ2HNXK,,5.03,0.23307262569832402,1.6064095497131348,0.20179864216048493,0.23307262569832402,113.7648,4475,39.336,4.922,,01HA7WY8NZJKC88HKP3RBSEBYJ,mathqa-gpt2-lora_8-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,32,2,mathqa,01HA7WY9TP983YXPQTNDYRRN1M,,5.03,0.22033519553072625,1.6036125421524048,0.11351353021702115,0.22033519553072625,111.4553,4475,40.151,5.024,,01HA7WY9TQHXAPVBRGVF1VXRCX,mathqa-gpt2-lora_32-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,64,2,mathqa,01HA7WYCN6N3X23A8TE2CQHE7X,,,,,,,,,,,2023-09-13 20:43:00.593094 +0000 UTC,01HA7WYCN8XE32G7DFQ7SP15EQ,mathqa-gpt2-lora_64-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,64,2,mathqa,01HA7WYCN6N3X23A8TE2CQHE7X,,,,,,,,,,,2023-09-13 23:12:14.429044 +0000 UTC,01HA7WYCN8XE32G7DFQ7SP15EQ,mathqa-gpt2-lora_64-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,64,2,mathqa,01HA7WYCN6N3X23A8TE2CQHE7X,,5.03,0.22435754189944135,1.6039018630981445,0.15685843424065407,0.22435754189944132,115.5211,4475,38.738,4.848,,01HA7WYCN8XE32G7DFQ7SP15EQ,mathqa-gpt2-lora_64-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,3376,2,mathqa,01HA7WYFKYDW70ZB4B1EY5P510,,,,,,,,,,,2023-09-13 20:43:29.366095 +0000 UTC,01HA7WYFM0HTZHY2AWZY4B5CG4,mathqa-gpt2-lora_3376-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,3376,2,mathqa,01HA7WYFKYDW70ZB4B1EY5P510,,,,,,,,,,,2023-09-14 02:54:45.4388 +0000 UTC,01HA7WYFM0HTZHY2AWZY4B5CG4,mathqa-gpt2-lora_3376-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,3376,2,mathqa,01HA7WYFKYDW70ZB4B1EY5P510,,5.03,0.2198882681564246,1.6128567457199097,0.07210111742077303,0.2198882681564246,169.7022,4475,26.37,3.3,,01HA7WYFM0HTZHY2AWZY4B5CG4,mathqa-gpt2-lora_3376-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,2,mathqa,01HA7WYJK78PWC3949MHEFX1PS,,,,,,,,,,,2023-09-14 00:06:33.763271 +0000 UTC,01HA7WYJK9HFC4QSRV9CBJZH3X,mathqa-gpt2-lora_676-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,2,mathqa,01HA7WYJK78PWC3949MHEFX1PS,,5.03,0.22145251396648044,1.6039286851882935,0.11758782189272013,0.22145251396648044,123.7706,4475,36.156,4.525,,01HA7WYJK9HFC4QSRV9CBJZH3X,mathqa-gpt2-lora_676-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,2,mathqa,01HA7WYNQXP5EH0RAGP2EQBR9F,,,,,,,,,,,2023-09-13 20:43:58.506218 +0000 UTC,01HA7WYNQZXXQ0N7TDCCASXGA9,mathqa-gpt2-lora_1351-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,2,mathqa,01HA7WYNQXP5EH0RAGP2EQBR9F,,,,,,,,,,,2023-09-13 23:29:03.759196 +0000 UTC,01HA7WYNQZXXQ0N7TDCCASXGA9,mathqa-gpt2-lora_1351-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,2,mathqa,01HA7WYNQXP5EH0RAGP2EQBR9F,,5.03,0.22837988826815642,1.6042944192886353,0.18985817968097293,0.22837988826815642,136.3596,4475,32.818,4.107,,01HA7WYNQZXXQ0N7TDCCASXGA9,mathqa-gpt2-lora_1351-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,2,mathqa,01HA7WYRGZH8R48JY9EFYYZ6GV,,,,,,,,,,,2023-09-13 21:20:42.635606 +0000 UTC,01HA7WYRH1R64ND17J5V8VSF8S,mathqa-gpt2-lora_2026-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,2,mathqa,01HA7WYRGZH8R48JY9EFYYZ6GV,,,,,,,,,,,2023-09-13 23:46:27.580524 +0000 UTC,01HA7WYRH1R64ND17J5V8VSF8S,mathqa-gpt2-lora_2026-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,2,mathqa,01HA7WYRGZH8R48JY9EFYYZ6GV,,,,,,,,,,,2023-09-14 02:59:55.420479 +0000 UTC,01HA7WYRH1R64ND17J5V8VSF8S,mathqa-gpt2-lora_2026-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,2,mathqa,01HA7WYRGZH8R48JY9EFYYZ6GV,,5.03,0.2198882681564246,1.6311485767364502,0.07210111742077303,0.2198882681564246,148.1604,4475,30.204,3.78,,01HA7WYRH1R64ND17J5V8VSF8S,mathqa-gpt2-lora_2026-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,2,mathqa,01HA7WYVGEBNCQV2ZWP0GJ9HA5,,,,,,,,,,,2023-09-14 00:07:02.03427 +0000 UTC,01HA7WYVGGGRGAJD43G620797H,mathqa-gpt2-lora_2701-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,2,mathqa,01HA7WYVGEBNCQV2ZWP0GJ9HA5,,5.03,0.2198882681564246,1.6225498914718628,0.07210111742077303,0.2198882681564246,157.8087,4475,28.357,3.549,,01HA7WYVGGGRGAJD43G620797H,mathqa-gpt2-lora_2701-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,gpt2,requirements.txt,3.9,-1,3,mathqa,01HA7WYYFENMGN6ZBAFH1JP5A3,,,,,,,,,,,2023-09-13 20:47:18.759455 +0000 UTC,01HA7WYYFHEAH24N8R9QBQ7VWH,mathqa-gpt2-full_finetuning-lr_5e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,gpt2,requirements.txt,3.9,-1,3,mathqa,01HA7WYYFENMGN6ZBAFH1JP5A3,,,,,,,,,,,2023-09-13 23:29:32.223791 +0000 UTC,01HA7WYYFHEAH24N8R9QBQ7VWH,mathqa-gpt2-full_finetuning-lr_5e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,gpt2,requirements.txt,3.9,-1,3,mathqa,01HA7WYYFENMGN6ZBAFH1JP5A3,,5.03,0.2341899441340782,1.6418989896774292,0.22562652684544832,0.2341899441340782,105.6291,4475,42.365,5.302,,01HA7WYYFHEAH24N8R9QBQ7VWH,mathqa-gpt2-full_finetuning-lr_5e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1,3,mathqa,01HA7WZ1CN88JPS7E405K2PKGS,,,,,,,,,,,2023-09-13 21:04:59.06272 +0000 UTC,01HA7WZ1CQJ81KS826TF9XWJ1J,mathqa-gpt2-lora_1-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1,3,mathqa,01HA7WZ1CN88JPS7E405K2PKGS,,5.03,0.2198882681564246,1.6307340860366821,0.07210111742077303,0.2198882681564246,110.9867,4475,40.32,5.046,,01HA7WZ1CQJ81KS826TF9XWJ1J,mathqa-gpt2-lora_1-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2,3,mathqa,01HA7WZ4D8DNM08RQWQNYRS9VZ,,,,,,,,,,,2023-09-13 21:05:27.609535 +0000 UTC,01HA7WZ4DB00NM354RYADWT6A3,mathqa-gpt2-lora_2-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2,3,mathqa,01HA7WZ4D8DNM08RQWQNYRS9VZ,,,,,,,,,,,2023-09-14 00:09:50.764707 +0000 UTC,01HA7WZ4DB00NM354RYADWT6A3,mathqa-gpt2-lora_2-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2,3,mathqa,01HA7WZ4D8DNM08RQWQNYRS9VZ,,5.03,0.22145251396648044,1.6029249429702759,0.12149761368457805,0.22145251396648044,110.5225,4475,40.489,5.067,,01HA7WZ4DB00NM354RYADWT6A3,mathqa-gpt2-lora_2-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,4,3,mathqa,01HA7WZ7E8418P43JMCBZXGK59,,,,,,,,,,,2023-09-13 23:31:24.326547 +0000 UTC,01HA7WZ7EAX8NXG6C8PVEG7AGQ,mathqa-gpt2-lora_4-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,4,3,mathqa,01HA7WZ7E8418P43JMCBZXGK59,,,,,,,,,,,2023-09-13 20:47:18.756408 +0000 UTC,01HA7WZ7EAX8NXG6C8PVEG7AGQ,mathqa-gpt2-lora_4-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,4,3,mathqa,01HA7WZ7E8418P43JMCBZXGK59,,5.03,0.2198882681564246,1.6333616971969604,0.07210111742077303,0.2198882681564246,112.416,4475,39.807,4.981,,01HA7WZ7EAX8NXG6C8PVEG7AGQ,mathqa-gpt2-lora_4-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,8,3,mathqa,01HA7WZF770XH913EJ2E1XDVND,,5.03,0.23307262569832402,1.6064095497131348,0.20179864216048493,0.23307262569832402,111.3996,4475,40.171,5.027,,01HA7WZF7ANSC5FV9XE9G134QX,mathqa-gpt2-lora_8-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,32,3,mathqa,01HA7WZG9Z78XTK4J60TJN45H4,,,,,,,,,,,2023-09-13 23:42:41.60368 +0000 UTC,01HA7WZGA04K2GCB2CYJT3XN23,mathqa-gpt2-lora_32-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,32,3,mathqa,01HA7WZG9Z78XTK4J60TJN45H4,,,,,,,,,,,2023-09-13 21:06:25.718504 +0000 UTC,01HA7WZGA04K2GCB2CYJT3XN23,mathqa-gpt2-lora_32-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,32,3,mathqa,01HA7WZG9Z78XTK4J60TJN45H4,,5.03,0.2198882681564246,1.6174964904785156,0.07210111742077303,0.2198882681564246,111.3196,4475,40.2,5.031,,01HA7WZGA04K2GCB2CYJT3XN23,mathqa-gpt2-lora_32-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,16,3,mathqa,01HA7WZJ5YSQTEHHJW57ZHZNM4,,,,,,,,,,,2023-09-13 21:11:40.389119 +0000 UTC,01HA7WZJ61GHPVWCAPF66XG46T,mathqa-gpt2-lora_16-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,16,3,mathqa,01HA7WZJ5YSQTEHHJW57ZHZNM4,,,,,,,,,,,2023-09-13 23:45:59.247666 +0000 UTC,01HA7WZJ61GHPVWCAPF66XG46T,mathqa-gpt2-lora_16-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,16,3,mathqa,01HA7WZJ5YSQTEHHJW57ZHZNM4,,5.03,0.2198882681564246,1.6233159303665161,0.07210111742077303,0.2198882681564246,111.2603,4475,40.221,5.033,,01HA7WZJ61GHPVWCAPF66XG46T,mathqa-gpt2-lora_16-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,64,3,mathqa,01HA7WZK8D07V4Z5R0FP02VHPA,,5.03,0.22435754189944135,1.6039018630981445,0.15685843424065407,0.22435754189944132,113.0397,4475,39.588,4.954,,01HA7WZK8E9AV7BGPGQPDP08QQ,mathqa-gpt2-lora_64-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,3,mathqa,01HA7WZS8DR55X3W4MAX6M7MDY,,,,,,,,,,,2023-09-13 21:06:54.706188 +0000 UTC,01HA7WZS8FMDF2NWW9G17FR7A3,mathqa-gpt2-lora_676-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,3,mathqa,01HA7WZS8DR55X3W4MAX6M7MDY,,,,,,,,,,,2023-09-13 23:43:10.037054 +0000 UTC,01HA7WZS8FMDF2NWW9G17FR7A3,mathqa-gpt2-lora_676-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,3,mathqa,01HA7WZS8DR55X3W4MAX6M7MDY,,5.03,0.22145251396648044,1.6039286851882935,0.11758782189272013,0.22145251396648044,127.6455,4475,35.058,4.387,,01HA7WZS8FMDF2NWW9G17FR7A3,mathqa-gpt2-lora_676-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,3376,3,mathqa,01HA7WZV3CV5P76G78FDR3CN5Z,,,,,,,,,,,2023-09-13 21:21:11.359128 +0000 UTC,01HA7WZV3E3RTN62BJQ2SYMQVH,mathqa-gpt2-lora_3376-lr_5e-4-seed_3
