env_GANTRY_VERSION,env_GITHUB_REPO,env_GIT_REF,env_LEARNING_RATE,env_METHOD,env_MODEL,env_PIP_REQUIREMENTS_FILE,env_PYTHON_VERSION,env_RANK,env_SEED,env_TASK,experiment_id,experiment_name,metrics_epoch,metrics_eval_accuracy,metrics_eval_loss,metrics_eval_macro-f1,metrics_eval_micro-f1,metrics_eval_runtime,metrics_eval_samples,metrics_eval_samples_per_second,metrics_eval_steps_per_second,metrics_predict_accuracy,metrics_predict_loss,metrics_predict_macro-f1,metrics_predict_micro-f1,metrics_predict_runtime,metrics_predict_samples,metrics_predict_samples_per_second,metrics_predict_steps_per_second,task_canceled,task_id,task_name
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,1131,2,sciq,01HAAJPPA516BHHY09A2620WKH,,12.84,0.306,1.3716778755187988,0.30401647769576706,0.306,12.3278,1000,81.118,10.14,0.333,1.3649084568023682,0.33225142661626644,0.333,12.3289,1000,81.11,10.139,,01HAAJPPA7SQC3FGPQQ4P17D3H,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_1131-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,1,3,sciq,01HAAJPW8Q9VD7DZFNW86TN0GZ,,,,,,,,,,,,,,,,,,,2023-09-14 21:55:52.250418 +0000 UTC,01HAAJPW8SPHN8FYTN8HVZKMVS,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_1-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,1,3,sciq,01HAAJPW8Q9VD7DZFNW86TN0GZ,,12.84,0.343,1.3556550741195679,0.33560925298556965,0.343,12.0303,1000,83.124,10.39,0.33,1.358219027519226,0.3187165630570199,0.33,12.0416,1000,83.045,10.381,,01HAAJPW8SPHN8FYTN8HVZKMVS,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_1-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,-1,3,sciq,01HAAJPYA2AZ7QRBF1DHHD3TJW,,,,,,,,,,,,,,,,,,,2023-09-14 22:07:53.290877 +0000 UTC,01HAAJPYA4P2B351G9KV2V10KF,sciq-jacobmorrison-tk-instruct-small-lora-experiments-full_finetuning-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,-1,3,sciq,01HAAJPYA2AZ7QRBF1DHHD3TJW,,12.84,0.572,1.4397019147872925,0.5716949483916859,0.572,10.61,1000,94.25,11.781,0.581,1.4292503595352173,0.5803539417031325,0.581,10.6126,1000,94.228,11.778,,01HAAJPYA4P2B351G9KV2V10KF,sciq-jacobmorrison-tk-instruct-small-lora-experiments-full_finetuning-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,2,3,sciq,01HAAJPZ7ZG2S93HJ2ZP2SGJB7,,,,,,,,,,,,,,,,,,,2023-09-14 22:07:54.696141 +0000 UTC,01HAAJPZ81S9DA5S2G4Y6Q6WSR,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_2-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,2,3,sciq,01HAAJPZ7ZG2S93HJ2ZP2SGJB7,,12.84,0.365,1.3410571813583374,0.3515263841162919,0.36499999999999994,10.8167,1000,92.45,11.556,0.366,1.3346366882324219,0.35059535691990396,0.366,11.0915,1000,90.159,11.27,,01HAAJPZ81S9DA5S2G4Y6Q6WSR,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_2-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,4,3,sciq,01HAAJQ28VV3G0KNFABCGPBT7K,,,,,,,,,,,,,,,,,,,2023-09-14 22:08:01.693048 +0000 UTC,01HAAJQ28XSBVH4334CCC6HTBJ,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_4-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,4,3,sciq,01HAAJQ28VV3G0KNFABCGPBT7K,,12.84,0.378,1.3134106397628784,0.3641889943653126,0.378,12.0202,1000,83.193,10.399,0.385,1.300281286239624,0.37704053917355995,0.38499999999999995,12.1872,1000,82.053,10.257,,01HAAJQ28XSBVH4334CCC6HTBJ,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_4-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,8,3,sciq,01HAAJQ585Z0YRQ2P6FXW6H5SM,,12.84,0.279,1.3795866966247559,0.27330842334924293,0.279,9.6114,1000,104.043,13.005,0.274,1.3811335563659668,0.2705644720845531,0.274,9.658,1000,103.541,12.943,,01HAAJQ587Z3MZD9875ABX16FC,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_8-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,16,3,sciq,01HAAJQ8579AGZ1VXK55ZK9ANY,,,,,,,,,,,,,,,,,,,2023-09-14 21:56:21.415284 +0000 UTC,01HAAJQ859KB9Z03W7671NGKVE,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_16-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,16,3,sciq,01HAAJQ8579AGZ1VXK55ZK9ANY,,,,,,,,,,,,,,,,,,,2023-09-15 01:38:50.394348 +0000 UTC,01HAAJQ859KB9Z03W7671NGKVE,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_16-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,16,3,sciq,01HAAJQ8579AGZ1VXK55ZK9ANY,,12.84,0.338,1.3685559034347534,0.3350435404309959,0.338,465.2426,1000,2.149,0.269,0.327,1.3643702268600464,0.32319543796825556,0.327,13.5104,1000,74.017,9.252,,01HAAJQ859KB9Z03W7671NGKVE,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_16-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,32,3,sciq,01HAAJQB57C5NEPHQKC8EZM9Z1,,12.84,0.384,1.3301284313201904,0.37605207515861777,0.384,12.0011,1000,83.326,10.416,0.375,1.3261855840682983,0.366547410886117,0.375,12.0033,1000,83.311,10.414,,01HAAJQB59D95GF58XV40T6K7H,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_32-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,64,3,sciq,01HAAJQE8A2G4SY9070EJ2PRF5,,12.84,0.258,1.3867207765579224,0.22043089941703745,0.258,9.6464,1000,103.665,12.958,0.243,1.3862982988357544,0.21650022028833374,0.243,9.6765,1000,103.343,12.918,,01HAAJQE8CSHFKGGZNZZ6X1N17,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_64-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,1413,3,sciq,01HAAJQH130EZ6QBYX5GWPZE1V,,12.84,0.507,1.1418547630310059,0.5057150097984465,0.507,15.3911,1000,64.973,8.122,0.538,1.1074062585830688,0.5374475587078436,0.538,15.4506,1000,64.722,8.09,,01HAAJQH15RZAKTVH0EHB91MHM,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_1413-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,283,3,sciq,01HAAJQM2G2P6HTH25KHVMR36C,,12.84,0.503,1.2166508436203003,0.5029488942851614,0.503,10.2989,1000,97.097,12.137,0.488,1.2018117904663086,0.48803857835240605,0.488,10.2783,1000,97.293,12.162,,01HAAJQM2KDB4YVGH45E6NEZYB,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_283-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,566,3,sciq,01HAAJQQ63SY5EZEJZXPTBK0VW,,,,,,,,,,,,,,,,,,,2023-09-14 22:08:16.783496 +0000 UTC,01HAAJQQ65AT8JKW2BK60S6K2C,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_566-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,566,3,sciq,01HAAJQQ63SY5EZEJZXPTBK0VW,,12.84,0.355,1.3444453477859497,0.34738188357928823,0.35500000000000004,10.9982,1000,90.924,11.366,0.352,1.3358945846557617,0.34190253064360837,0.352,10.9884,1000,91.005,11.376,,01HAAJQQ65AT8JKW2BK60S6K2C,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_566-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,848,3,sciq,01HAAJQSYCVN77AFW1C0RP5222,,,,,,,,,,,,,,,,,,,2023-09-14 22:08:36.644483 +0000 UTC,01HAAJQSYENT6TQ2AKTJX254GK,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_848-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,848,3,sciq,01HAAJQSYCVN77AFW1C0RP5222,,12.84,0.537,1.1151989698410034,0.5359071674900737,0.537,13.5772,1000,73.653,9.207,0.532,1.0841920375823975,0.5321352505675987,0.532,13.5797,1000,73.639,9.205,,01HAAJQSYENT6TQ2AKTJX254GK,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_848-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,1131,3,sciq,01HAAJQWX632KV4EFE31VJCKWV,,,,,,,,,,,,,,,,,,,2023-09-14 22:08:37.657964 +0000 UTC,01HAAJQWX87J5H5AWVV37FZYBV,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_1131-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-small-lora-experiments,requirements.txt,3.9,1131,3,sciq,01HAAJQWX632KV4EFE31VJCKWV,,12.84,0.527,1.1691582202911377,0.5255519424390026,0.527,12.3809,1000,80.77,10.096,0.542,1.134340524673462,0.5411104921617957,0.542,12.3738,1000,80.816,10.102,,01HAAJQWX87J5H5AWVV37FZYBV,sciq-jacobmorrison-tk-instruct-small-lora-experiments-lora_1131-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,1,sciq,01HAD23QKMV0MDZJQZ186C3T65,,,,,,,,,,,,,,,,,,,2023-09-15 18:49:57.883841 +0000 UTC,01HAD23QKPPFVE8RT180CEC2E5,sciq-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,1,sciq,01HAD23QKMV0MDZJQZ186C3T65,,,,,,,,,,,,,,,,,,,2023-09-15 22:18:45.36916 +0000 UTC,01HAD23QKPPFVE8RT180CEC2E5,sciq-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,1,sciq,01HAD23QKMV0MDZJQZ186C3T65,,,,,,,,,,,,,,,,,,,2023-09-15 21:00:25.440043 +0000 UTC,01HAD23QKPPFVE8RT180CEC2E5,sciq-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,1,sciq,01HAD23QKMV0MDZJQZ186C3T65,,12.84,0.87,1.1117057800292969,0.8696562354540297,0.87,20.9038,1000,47.838,3.014,0.866,1.0636826753616333,0.8658043433767748,0.866,21.0087,1000,47.599,2.999,,01HAD23QKPPFVE8RT180CEC2E5,sciq-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,3,sciq,01HAD23XJX9TT9717NDQAVQBDZ,,,,,,,,,,,,,,,,,,,2023-09-15 18:50:25.905314 +0000 UTC,01HAD23XJZ9H2Y5BKPPZV6RY3T,sciq-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,3,sciq,01HAD23XJX9TT9717NDQAVQBDZ,,,,,,,,,,,,,,,,,,,2023-09-15 22:15:34.118488 +0000 UTC,01HAD23XJZ9H2Y5BKPPZV6RY3T,sciq-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,3,sciq,01HAD23XJX9TT9717NDQAVQBDZ,,,,,,,,,,,,,,,,,,,2023-09-15 22:19:12.465159 +0000 UTC,01HAD23XJZ9H2Y5BKPPZV6RY3T,sciq-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,3,sciq,01HAD23XJX9TT9717NDQAVQBDZ,,12.84,0.256,1.3861989974975586,0.10191082802547771,0.256,20.5631,1000,48.631,3.064,0.227,1.3877644538879395,0.09250203748981255,0.227,20.6163,1000,48.505,3.056,,01HAD23XJZ9H2Y5BKPPZV6RY3T,sciq-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,3,sciq,01HAD23XJX9TT9717NDQAVQBDZ,,,,,,,,,,,,,,,,,,,2023-09-15 23:36:04.279922 +0000 UTC,01HAD23XJZ9H2Y5BKPPZV6RY3T,sciq-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,microsoft/deberta-v3-large,requirements.txt,3.9,-1,2,sciq,01HAD23ZGYNWXG3R5ZNJMZMGCW,,12.84,0.87,1.2303942441940308,0.8696063626646221,0.87,20.5237,1000,48.724,3.07,0.874,1.130264163017273,0.873656399764852,0.874,20.5293,1000,48.711,3.069,,01HAD23ZH1JDVKCXSHYEYCB03F,sciq-microsoft-deberta-v3-large-full_finetuning-lr_1e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,1,sciq,01HADA48VQYBGHENSKVVT42E4E,,,,,,,,,,,,,,,,,,,2023-09-16 00:52:20.703205 +0000 UTC,01HADA48VS480BZ2BKE75NDVQG,sciq-gpt2-large-full_finetuning-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,1,sciq,01HADA48VQYBGHENSKVVT42E4E,,,,,,,,,,,,,,,,,,,2023-09-16 02:37:17.361435 +0000 UTC,01HADA48VS480BZ2BKE75NDVQG,sciq-gpt2-large-full_finetuning-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,1,sciq,01HADA48VQYBGHENSKVVT42E4E,,,,,,,,,,,,,,,,,,,2023-09-16 02:52:37.566975 +0000 UTC,01HADA48VS480BZ2BKE75NDVQG,sciq-gpt2-large-full_finetuning-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,1,sciq,01HADA48VQYBGHENSKVVT42E4E,,,,,,,,,,,,,,,,,,,2023-09-16 08:17:30.517858 +0000 UTC,01HADA48VS480BZ2BKE75NDVQG,sciq-gpt2-large-full_finetuning-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,1,sciq,01HADA48VQYBGHENSKVVT42E4E,,,,,,,,,,,,,,,,,,,2023-09-16 16:55:10.683971 +0000 UTC,01HADA48VS480BZ2BKE75NDVQG,sciq-gpt2-large-full_finetuning-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,1,sciq,01HADA48VQYBGHENSKVVT42E4E,,,,,,,,,,,,,,,,,,,2023-09-17 04:58:59.046688 +0000 UTC,01HADA48VS480BZ2BKE75NDVQG,sciq-gpt2-large-full_finetuning-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,1,sciq,01HADA48VQYBGHENSKVVT42E4E,,,,,,,,,,,,,,,,,,,2023-09-17 23:33:53.873299 +0000 UTC,01HADA48VS480BZ2BKE75NDVQG,sciq-gpt2-large-full_finetuning-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,1,sciq,01HADA48VQYBGHENSKVVT42E4E,,12.84,0.699,2.9306576251983643,0.6986115956354051,0.699,35.4633,1000,28.198,0.902,0.702,2.728473663330078,0.7017621196636886,0.702,35.579,1000,28.106,0.899,,01HADA48VS480BZ2BKE75NDVQG,sciq-gpt2-large-full_finetuning-lr_1e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,2,sciq,01HADA4BVZFCWE9T126PV3F297,,,,,,,,,,,,,,,,,,,2023-09-16 00:52:21.402436 +0000 UTC,01HADA4BW22JW2W5S09ZDNRABA,sciq-gpt2-large-full_finetuning-lr_1e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,2,sciq,01HADA4BVZFCWE9T126PV3F297,,,,,,,,,,,,,,,,,,,2023-09-16 02:37:22.246392 +0000 UTC,01HADA4BW22JW2W5S09ZDNRABA,sciq-gpt2-large-full_finetuning-lr_1e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,2,sciq,01HADA4BVZFCWE9T126PV3F297,,,,,,,,,,,,,,,,,,,2023-09-16 02:52:28.840206 +0000 UTC,01HADA4BW22JW2W5S09ZDNRABA,sciq-gpt2-large-full_finetuning-lr_1e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,2,sciq,01HADA4BVZFCWE9T126PV3F297,,,,,,,,,,,,,,,,,,,2023-09-16 08:17:29.489426 +0000 UTC,01HADA4BW22JW2W5S09ZDNRABA,sciq-gpt2-large-full_finetuning-lr_1e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,2,sciq,01HADA4BVZFCWE9T126PV3F297,,12.84,0.699,2.9306576251983643,0.6986115956354051,0.699,35.0175,1000,28.557,0.914,0.702,2.728473663330078,0.7017621196636886,0.702,35.1024,1000,28.488,0.912,,01HADA4BW22JW2W5S09ZDNRABA,sciq-gpt2-large-full_finetuning-lr_1e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,3,sciq,01HADA4ERR3KRGKC1TKF5YZ605,,,,,,,,,,,,,,,,,,,2023-09-16 00:52:23.417931 +0000 UTC,01HADA4ERTVGN1XWC0DWWEYRKT,sciq-gpt2-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,3,sciq,01HADA4ERR3KRGKC1TKF5YZ605,,,,,,,,,,,,,,,,,,,2023-09-16 02:37:14.032294 +0000 UTC,01HADA4ERTVGN1XWC0DWWEYRKT,sciq-gpt2-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,3,sciq,01HADA4ERR3KRGKC1TKF5YZ605,,,,,,,,,,,,,,,,,,,2023-09-16 02:53:44.571608 +0000 UTC,01HADA4ERTVGN1XWC0DWWEYRKT,sciq-gpt2-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-5,full_finetuning,gpt2-large,requirements.txt,3.9,-1,3,sciq,01HADA4ERR3KRGKC1TKF5YZ605,,12.84,0.698,2.835542917251587,0.6966148869408577,0.698,32.5405,1000,30.731,0.983,0.719,2.746342182159424,0.719546596670705,0.7190000000000001,32.4312,1000,30.834,0.987,,01HADA4ERTVGN1XWC0DWWEYRKT,sciq-gpt2-large-full_finetuning-lr_1e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,1,sciq,01HAEEDV2KV3YPXT4N83M9JJ9T,,,,,,,,,,,,,,,,,,,2023-09-16 08:31:11.39243 +0000 UTC,01HAEEDV2N4193CQ3W80DD485Q,sciq-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,1,sciq,01HAEEDV2KV3YPXT4N83M9JJ9T,,,,,,,,,,,,,,,,,,,2023-09-16 19:52:07.872164 +0000 UTC,01HAEEDV2N4193CQ3W80DD485Q,sciq-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,1,sciq,01HAEEDV2KV3YPXT4N83M9JJ9T,,,,,,,,,,,,,,,,,,,2023-09-17 07:40:04.060917 +0000 UTC,01HAEEDV2N4193CQ3W80DD485Q,sciq-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,1,sciq,01HAEEDV2KV3YPXT4N83M9JJ9T,,12.84,0.809,1.395009994506836,0.8083046583042746,0.809,21.9663,1000,45.524,1.457,0.785,1.4662137031555176,0.7850178722955559,0.785,22.068,1000,45.314,1.45,,01HAEEDV2N4193CQ3W80DD485Q,sciq-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,1,sciq,01HAEEDV2KV3YPXT4N83M9JJ9T,,,,,,,,,,,,,,,,,,,2023-09-18 01:08:20.262308 +0000 UTC,01HAEEDV2N4193CQ3W80DD485Q,sciq-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,1,sciq,01HAEEDYDXCZT1175CZWY6WSP2,,,,,,,,,,,,,,,,,,,2023-09-16 08:31:12.366657 +0000 UTC,01HAEEDYDZT1YK42R11J3TFS1V,sciq-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_1
