env_GANTRY_VERSION,env_GITHUB_REPO,env_GIT_REF,env_LEARNING_RATE,env_METHOD,env_MODEL,env_PIP_REQUIREMENTS_FILE,env_PYTHON_VERSION,env_RANK,env_SEED,env_TASK,experiment_id,experiment_name,metrics_epoch,metrics_eval_accuracy,metrics_eval_loss,metrics_eval_macro-f1,metrics_eval_micro-f1,metrics_eval_runtime,metrics_eval_samples,metrics_eval_samples_per_second,metrics_eval_steps_per_second,metrics_predict_accuracy,metrics_predict_loss,metrics_predict_macro-f1,metrics_predict_micro-f1,metrics_predict_runtime,metrics_predict_samples,metrics_predict_samples_per_second,metrics_predict_steps_per_second,task_canceled,task_id,task_name
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,1,sciq,01HAEEDYDXCZT1175CZWY6WSP2,,,,,,,,,,,,,,,,,,,2023-09-16 19:51:36.209906 +0000 UTC,01HAEEDYDZT1YK42R11J3TFS1V,sciq-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,1,sciq,01HAEEDYDXCZT1175CZWY6WSP2,,,,,,,,,,,,,,,,,,,2023-09-17 07:40:04.747705 +0000 UTC,01HAEEDYDZT1YK42R11J3TFS1V,sciq-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,1,sciq,01HAEEDYDXCZT1175CZWY6WSP2,,,,,,,,,,,,,,,,,,,2023-09-18 01:08:20.258755 +0000 UTC,01HAEEDYDZT1YK42R11J3TFS1V,sciq-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,1,sciq,01HAEEDYDXCZT1175CZWY6WSP2,,,,,,,,,,,,,,,,,,,2023-09-18 11:25:13.370302 +0000 UTC,01HAEEDYDZT1YK42R11J3TFS1V,sciq-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,1,sciq,01HAEEDYDXCZT1175CZWY6WSP2,,12.84,0.792,0.6292088627815247,0.7916937967327682,0.792,24.3023,1000,41.148,1.317,0.785,0.5885926485061646,0.7846677464963041,0.785,24.4145,1000,40.959,1.311,,01HAEEDYDZT1YK42R11J3TFS1V,sciq-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,2,sciq,01HAEEE171PB3MX605Z5ZEVY98,,,,,,,,,,,,,,,,,,,2023-09-16 08:31:07.532957 +0000 UTC,01HAEEE173X1T8CWQKSHPRADKA,sciq-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,2,sciq,01HAEEE171PB3MX605Z5ZEVY98,,,,,,,,,,,,,,,,,,,2023-09-16 19:51:04.557883 +0000 UTC,01HAEEE173X1T8CWQKSHPRADKA,sciq-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,2,sciq,01HAEEE171PB3MX605Z5ZEVY98,,12.84,0.809,1.395009994506836,0.8083046583042746,0.809,22.5058,1000,44.433,1.422,0.785,1.4662137031555176,0.7850178722955559,0.785,22.4954,1000,44.454,1.423,,01HAEEE173X1T8CWQKSHPRADKA,sciq-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,2,sciq,01HAEEE4089PPBKH8VHPYZG20D,,,,,,,,,,,,,,,,,,,2023-09-16 08:33:45.67067 +0000 UTC,01HAEEE40B05H0Y7DC048PGZS5,sciq-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,2,sciq,01HAEEE4089PPBKH8VHPYZG20D,,,,,,,,,,,,,,,,,,,2023-09-16 19:51:04.555308 +0000 UTC,01HAEEE40B05H0Y7DC048PGZS5,sciq-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,2,sciq,01HAEEE4089PPBKH8VHPYZG20D,,12.84,0.792,0.6292088627815247,0.7916937967327682,0.792,23.296,1000,42.926,1.374,0.785,0.5885926485061646,0.7846677464963041,0.785,23.3336,1000,42.857,1.371,,01HAEEE40B05H0Y7DC048PGZS5,sciq-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,3,sciq,01HAEEE6ZD8QZFQ7JSTK0RKQ65,,,,,,,,,,,,,,,,,,,2023-09-16 08:33:46.903634 +0000 UTC,01HAEEE6ZG3MX27WMRH5V1QFJ6,sciq-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,3,sciq,01HAEEE6ZD8QZFQ7JSTK0RKQ65,,,,,,,,,,,,,,,,,,,2023-09-16 20:24:28.202066 +0000 UTC,01HAEEE6ZG3MX27WMRH5V1QFJ6,sciq-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,google/t5-large-lm-adapt,requirements.txt,3.9,-1,3,sciq,01HAEEE6ZD8QZFQ7JSTK0RKQ65,,12.84,0.809,1.395009994506836,0.8083046583042746,0.809,22.4058,1000,44.631,1.428,0.785,1.4662137031555176,0.7850178722955559,0.785,22.5535,1000,44.339,1.419,,01HAEEE6ZG3MX27WMRH5V1QFJ6,sciq-google-t5-large-lm-adapt-full_finetuning-lr_5e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,3,sciq,01HAEEE9X2HSN91EC81ZEDNJFK,,,,,,,,,,,,,,,,,,,2023-09-16 08:33:48.354561 +0000 UTC,01HAEEE9X3M21T1RJNV5413VM4,sciq-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,3,sciq,01HAEEE9X2HSN91EC81ZEDNJFK,,,,,,,,,,,,,,,,,,,2023-09-16 20:24:30.601264 +0000 UTC,01HAEEE9X3M21T1RJNV5413VM4,sciq-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-large-lm-adapt,requirements.txt,3.9,8,3,sciq,01HAEEE9X2HSN91EC81ZEDNJFK,,12.84,0.788,0.6106093525886536,0.787846250496411,0.788,23.3864,1000,42.76,1.368,0.792,0.586014986038208,0.7916215930029789,0.792,23.4295,1000,42.681,1.366,,01HAEEE9X3M21T1RJNV5413VM4,sciq-google-t5-large-lm-adapt-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,-1,1,sciq,01HAEEECZFAAAKXCJG5W46SQ1X,,,,,,,,,,,,,,,,,,,2023-09-16 08:33:50.486779 +0000 UTC,01HAEEECZHG86270BXYD5ZATSW,sciq-jacobmorrison-tk-instruct-large-lora-experiments-full_finetuning-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,-1,1,sciq,01HAEEECZFAAAKXCJG5W46SQ1X,,,,,,,,,,,,,,,,,,,2023-09-16 20:24:30.187589 +0000 UTC,01HAEEECZHG86270BXYD5ZATSW,sciq-jacobmorrison-tk-instruct-large-lora-experiments-full_finetuning-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,-1,1,sciq,01HAEEECZFAAAKXCJG5W46SQ1X,,12.84,0.797,1.6426643133163452,0.7962697662174523,0.797,22.7602,1000,43.936,1.406,0.804,1.5680276155471802,0.8039953486463864,0.804,23.011,1000,43.458,1.391,,01HAEEECZHG86270BXYD5ZATSW,sciq-jacobmorrison-tk-instruct-large-lora-experiments-full_finetuning-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,1,sciq,01HAEEEFVAX76JARZGDZ1KZMW1,,,,,,,,,,,,,,,,,,,2023-09-16 08:33:51.084738 +0000 UTC,01HAEEEFVCCMAG097T52FMVA16,sciq-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,1,sciq,01HAEEEFVAX76JARZGDZ1KZMW1,,,,,,,,,,,,,,,,,,,2023-09-16 20:24:26.4648 +0000 UTC,01HAEEEFVCCMAG097T52FMVA16,sciq-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,1,sciq,01HAEEEFVAX76JARZGDZ1KZMW1,,12.84,0.777,0.7256993055343628,0.7760912212121764,0.777,24.016,1000,41.639,1.332,0.755,0.811455488204956,0.7547141754358754,0.755,23.8249,1000,41.973,1.343,,01HAEEEFVCCMAG097T52FMVA16,sciq-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,2,sciq,01HAEEENTAGMHEXVDRX346JSM9,,,,,,,,,,,,,,,,,,,2023-09-16 08:33:52.002662 +0000 UTC,01HAEEENTDXQCT1NRZG6MY3D6T,sciq-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,2,sciq,01HAEEENTAGMHEXVDRX346JSM9,,,,,,,,,,,,,,,,,,,2023-09-16 20:24:29.035873 +0000 UTC,01HAEEENTDXQCT1NRZG6MY3D6T,sciq-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,2,sciq,01HAEEENTAGMHEXVDRX346JSM9,,12.84,0.777,0.7256993055343628,0.7760912212121764,0.777,23.2913,1000,42.935,1.374,0.755,0.811455488204956,0.7547141754358754,0.755,23.3281,1000,42.867,1.372,,01HAEEENTDXQCT1NRZG6MY3D6T,sciq-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,-1,2,sciq,01HAEEEQR4R719KNDZ44FGKYHN,,,,,,,,,,,,,,,,,,,2023-09-16 08:33:52.879342 +0000 UTC,01HAEEEQR6QC3T5Q1ZD809VTDE,sciq-jacobmorrison-tk-instruct-large-lora-experiments-full_finetuning-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,-1,2,sciq,01HAEEEQR4R719KNDZ44FGKYHN,,,,,,,,,,,,,,,,,,,2023-09-16 20:24:27.143482 +0000 UTC,01HAEEEQR6QC3T5Q1ZD809VTDE,sciq-jacobmorrison-tk-instruct-large-lora-experiments-full_finetuning-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,-1,2,sciq,01HAEEEQR4R719KNDZ44FGKYHN,,,,,,,,,,,,,,,,,,,2023-09-17 12:22:36.818142 +0000 UTC,01HAEEEQR6QC3T5Q1ZD809VTDE,sciq-jacobmorrison-tk-instruct-large-lora-experiments-full_finetuning-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,-1,2,sciq,01HAEEEQR4R719KNDZ44FGKYHN,,,,,,,,,,,,,,,,,,,2023-09-18 01:09:16.010083 +0000 UTC,01HAEEEQR6QC3T5Q1ZD809VTDE,sciq-jacobmorrison-tk-instruct-large-lora-experiments-full_finetuning-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,-1,2,sciq,01HAEEEQR4R719KNDZ44FGKYHN,,12.84,0.795,1.73215651512146,0.7940119163022756,0.795,22.2221,1000,45,1.44,0.81,1.5920701026916504,0.8100184259344951,0.81,22.2595,1000,44.925,1.438,,01HAEEEQR6QC3T5Q1ZD809VTDE,sciq-jacobmorrison-tk-instruct-large-lora-experiments-full_finetuning-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,3,sciq,01HAEEEVS8X5RBQ7HM1MPPC3VJ,,,,,,,,,,,,,,,,,,,2023-09-16 08:33:49.110708 +0000 UTC,01HAEEEVSAP4HXZGQ7Y3FR60VJ,sciq-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,3,sciq,01HAEEEVS8X5RBQ7HM1MPPC3VJ,,,,,,,,,,,,,,,,,,,2023-09-16 20:24:25.342243 +0000 UTC,01HAEEEVSAP4HXZGQ7Y3FR60VJ,sciq-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,8,3,sciq,01HAEEEVS8X5RBQ7HM1MPPC3VJ,,12.84,0.777,0.7256993055343628,0.7760912212121764,0.777,24.2026,1000,41.318,1.322,0.755,0.811455488204956,0.7547141754358754,0.755,24.2714,1000,41.201,1.318,,01HAEEEVSAP4HXZGQ7Y3FR60VJ,sciq-jacobmorrison-tk-instruct-large-lora-experiments-lora_8-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,-1,3,sciq,01HAEEEXPH97B08MZFFHPDQTTV,,,,,,,,,,,,,,,,,,,2023-09-16 08:39:10.247202 +0000 UTC,01HAEEEXPKM5Z9SG0GHJ96DCBE,sciq-jacobmorrison-tk-instruct-large-lora-experiments-full_finetuning-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,-1,3,sciq,01HAEEEXPH97B08MZFFHPDQTTV,,,,,,,,,,,,,,,,,,,2023-09-16 20:24:25.339761 +0000 UTC,01HAEEEXPKM5Z9SG0GHJ96DCBE,sciq-jacobmorrison-tk-instruct-large-lora-experiments-full_finetuning-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,jacobmorrison/tk-instruct-large-lora-experiments,requirements.txt,3.9,-1,3,sciq,01HAEEEXPH97B08MZFFHPDQTTV,,12.84,0.797,1.6426643133163452,0.7962697662174523,0.797,21.9725,1000,45.511,1.456,0.804,1.5680276155471802,0.8039953486463864,0.804,21.9958,1000,45.463,1.455,,01HAEEEXPKM5Z9SG0GHJ96DCBE,sciq-jacobmorrison-tk-instruct-large-lora-experiments-full_finetuning-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,1,sciq,01HAEGH0F4Y3R4W9TZWWB5621K,,12.84,0.889,0.5818336606025696,0.8885658592062203,0.889,23.1006,1000,43.289,2.727,0.897,0.5057961344718933,0.896690422157849,0.897,23.0056,1000,43.468,2.738,,01HAEGH0F7J3138H2CQK8RF8PT,sciq-microsoft-deberta-v3-large-lora_8-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,2,sciq,01HAEGH3CXT95HNQZHX8T410S2,,12.84,0.889,0.5818336606025696,0.8885658592062203,0.889,21.7162,1000,46.049,2.901,0.897,0.5057961344718933,0.896690422157849,0.897,21.7137,1000,46.054,2.901,,01HAEGH3CZ1TZJQ14M31AZDDBG,sciq-microsoft-deberta-v3-large-lora_8-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,1,sciq,01HAEGH9BW6PVN22E5H4ZZ60JD,,,,,,,,,,,,,,,,,,,2023-09-16 15:26:48.116343 +0000 UTC,01HAEGH9BYSHXGYMCRBEED0C8B,sciq-gpt2-large-lora_8-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,1,sciq,01HAEGH9BW6PVN22E5H4ZZ60JD,,12.84,0.676,1.0251306295394897,0.6741118093760486,0.676,37.4962,1000,26.669,0.853,0.688,0.8937668204307556,0.6878332318284548,0.688,37.5239,1000,26.65,0.853,,01HAEGH9BYSHXGYMCRBEED0C8B,sciq-gpt2-large-lora_8-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,microsoft/deberta-v3-large,requirements.txt,3.9,8,3,sciq,01HAEGHB91GHGWN9C7PD552NK0,,12.84,0.889,0.5818336606025696,0.8885658592062203,0.889,22.2858,1000,44.872,2.827,0.897,0.5057961344718933,0.896690422157849,0.897,22.355,1000,44.733,2.818,,01HAEGHB93T9H2VFNTX9YGCGAR,sciq-microsoft-deberta-v3-large-lora_8-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,2,sciq,01HAEGHCAPSQ4P4NJ09JC3Q34K,,12.84,0.672,0.9467058181762695,0.6718098223763025,0.672,36.8783,1000,27.116,0.868,0.694,0.8577799797058105,0.6946415334309146,0.694,36.8781,1000,27.116,0.868,,01HAEGHCAR57MEBT82RV31MRK2,sciq-gpt2-large-lora_8-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,gpt2-large,requirements.txt,3.9,8,3,sciq,01HAEGHF9C26FZGHB896TCYC5R,,12.84,0.672,0.9467058181762695,0.6718098223763025,0.672,37.154,1000,26.915,0.861,0.694,0.8577799797058105,0.6946415334309146,0.694,37.0534,1000,26.988,0.864,,01HAEGHF9E1EMW22BE76B87EET,sciq-gpt2-large-lora_8-lr_1e-4-seed_3
